X,Y,Z,R,G,B
93.91945407365473,-74.55478508924148,491.57018804844535,127,107,132
-28.35356053584771,-69.3371426874613,532.6675244187817,58,30,33
2294.0153101022756,14.623678138852139,843.7544939151429,170,184,223
2649.105076090285,-18.64675760316766,795.5246381915802,189,205,240
-198.68569260864822,-98.91771004624567,565.887102825692,102,77,96
2411.2823761962554,-673.1012768110103,847.5088804363025,165,169,210
208.96578540341451,-200.4345229276788,575.6986547921418,122,117,139
232.07971536361381,-206.83699478524028,574.0148182624874,140,127,146
-252.62908662351327,-59.98978219026743,564.109051167816,111,91,103
2093.3815292413938,-507.2161936506363,903.0798257951245,190,193,206
304.57070609885005,-148.71782190346048,437.44777727558073,150,158,204
-131.68808305778305,96.43553133659532,447.722861966854,40,20,21
1174.1801076193058,-304.40618893263564,887.9909281722096,111,103,140
2351.27134160848,-488.8820079726121,856.3401366330605,150,161,205
326.03584194143576,-135.29262174661812,441.0697312167498,148,150,198
2430.1586572584088,-611.5575062252105,843.1147635060693,133,135,176
2347.5838392414908,-618.7641763630519,860.8944592750232,150,148,188
329.0868808544258,-179.18140835542812,545.2243050032481,195,212,249
-58.706022922926,-183.1009192317472,522.1510814786246,72,35,53
-182.1027660327565,-152.01778440110587,568.6383992123424,113,95,108
231.01980882980206,-290.2073098949859,578.9015336462812,97,74,98
-224.4406697646252,-145.53342724639228,567.6142108341489,103,81,105
-272.6591965822264,-105.03476426715078,565.2000091988718,0,0,0
-72.55161424246603,-157.12756558072147,517.0737134145088,130,89,107
175.24884890831635,138.90932948553143,327.1079798323992,114,129,141
-131.49322643159235,110.42450310900172,456.50443541404843,18,14,11
-131.58955927687148,104.10910654462413,454.8016470284172,32,19,18
-131.40478273094857,100.8676231059517,447.0119591703757,40,17,19
-153.61808524776427,67.00315577352747,491.76396135189356,103,62,78
-113.09129522156664,85.88257157312086,389.912948027508,58,31,40
-59.258903423815504,-176.76128534540766,521.2528822740154,0,0,0
-71.12345163553661,14.27697149695883,526.7554711974449,84,37,45
1750.0131826041165,-841.3629683995921,976.6701559785107,176,168,172
-178.30798511452014,131.88484067617594,492.5069078467121,0,0,0
-203.66481358036793,131.5767821663967,508.1074990934329,68,47,52
327.6544542984336,-73.27995263276497,386.60880170575405,161,176,206
-176.73629516122324,-16.69502828504152,528.1649755105344,60,30,40
24.21769347005124,-37.37591015123477,528.495754580488,66,30,34
333.29017760002364,-49.03075858235735,356.01145853198256,152,166,204
-109.3984374018689,-42.40460539560813,313.89151710003176,127,129,170
1770.3632274867473,-301.1590243371619,1005.5057629754192,160,164,199
1827.4885885963315,24.307947864510272,936.3739831954398,52,24,20
1602.5187882192124,-32.63790807158558,1009.1781135550976,57,67,95
2598.922435294243,-49.24097191898944,808.2353756158408,188,207,248
1987.9664124291264,-3.71595200006904,913.3579935490894,80,54,57
381.8081013110832,6.939460945887429,548.9804016978231,67,71,97
-59.28180260884503,-1.24572033754877,526.1871609552455,135,84,98
2598.3916857116014,-17.43947411047182,806.7399806248734,184,206,247
-253.0984638778445,-136.85345904771296,566.5720516896324,122,101,118
-274.0144653666374,-122.47627231581441,566.6825750800181,128,116,140
-275.21488802504604,-67.75258996303482,563.4205732170064,122,107,126
-305.5883414067881,-58.319904910112186,562.617821416868,105,88,108
-38.04223169285295,-102.43880447136556,530.9751676200976,51,22,32
-290.7299406611404,-56.177450433000665,563.3158746565249,115,101,122
